bNum,geneName,replicate,genotype,time,intensity,batch
b1042,csgA,G,wt,30,17.015656530997955,short
b1042,csgA,G,wt,60,30.15299181917477,short
b1042,csgA,G,wt,90,27.09902447117959,short
b1042,csgA,G,wt,120,40.864551081842414,short
b1042,csgA,G,wt,150,43.37360739837447,short
b1051,msyB,A,wt,0,27.15965874745671,long
b1051,msyB,A,wt,90,163.00590183121327,long
b1051,msyB,A,wt,120,332.25396688842346,long
b1051,msyB,A,wt,180,879.2909832868646,long
b1051,msyB,A,wt,240,876.2329635365642,long
b1051,msyB,A,wt,300,831.826331894119,long
b1051,msyB,B,wt,0,32.04268771053401,long
b1051,msyB,B,wt,90,104.92423715481259,long
b1051,msyB,B,wt,120,353.9512204429211,long
b1051,msyB,B,wt,180,862.5884905921364,long
b1051,msyB,B,wt,240,735.2046976132416,long
b1051,msyB,B,wt,300,529.4691253806645,long
b1051,msyB,C,wt,0,30.96447597772151,long
b1051,msyB,C,wt,90,57.39415589981646,long
b1051,msyB,C,wt,120,198.8197406191073,long
b1051,msyB,C,wt,180,586.4236198367933,long
b1051,msyB,C,wt,240,547.6470924301515,long
b1051,msyB,C,wt,300,303.8178594182539,long
b1051,msyB,D,wt,0,37.684266752620665,long
b1051,msyB,D,wt,90,77.1793212482159,long
b1051,msyB,D,wt,120,205.69976435935467,long
b1051,msyB,D,wt,180,584.7902221351966,long
b1051,msyB,D,wt,240,781.7951134708854,long
b1051,msyB,D,wt,300,976.8837248172483,long
b1051,msyB,E,wt,0,45.76685478412838,short
b1051,msyB,E,wt,30,32.603920198329064,short
b1051,msyB,E,wt,60,32.299009291966954,short
b1051,msyB,E,wt,90,47.27828733446736,short
b1051,msyB,E,wt,120,141.05888878691974,short
b1051,msyB,E,wt,150,309.4266975862576,short
b1051,msyB,F,wt,0,70.59896349314458,short
b1051,msyB,F,wt,30,32.649754629776936,short
b1051,msyB,F,wt,60,52.132984234986196,short
b1051,msyB,F,wt,90,8.886643526860698,short
b1051,msyB,F,wt,120,250.03729415629354,short
b1051,msyB,F,wt,150,290.70024186152045,short
b1051,msyB,G,wt,0,60.915195934620485,short
b1051,msyB,G,wt,30,42.2941186853086,short
b1051,msyB,G,wt,60,39.7795067351307,short
b1051,msyB,G,wt,90,79.4708091484619,short
b1051,msyB,G,wt,120,146.81229411169582,short
b1051,msyB,G,wt,150,332.765425453406,short
b1087,yceF,A,wt,0,133.58134831310176,long
b1087,yceF,A,wt,90,107.72979947125603,long
b1087,yceF,A,wt,120,164.4611807575291,long
b1087,yceF,A,wt,180,284.1554142734729,long
b1087,yceF,A,wt,240,317.93991960380924,long
b1087,yceF,A,wt,300,303.8467089105108,long
b1087,yceF,B,wt,0,82.16266467688781,long
b1087,yceF,B,wt,90,130.4406903095466,long
b1087,yceF,B,wt,120,142.5619261812394,long
b1087,yceF,B,wt,180,239.92721154247482,long
b1087,yceF,B,wt,240,217.75031708802476,long
b1087,yceF,B,wt,300,218.7424505923847,long
b1087,yceF,C,wt,0,81.98139426645685,long
b1087,yceF,C,wt,90,134.04754585330826,long
b1087,yceF,C,wt,120,140.52103388047212,long
b1087,yceF,C,wt,180,224.46056449780502,long
b1087,yceF,C,wt,240,203.10255565807776,long
b1087,yceF,C,wt,300,182.96343026946406,long
b1087,yceF,D,wt,0,65.81337374733252,long
b1087,yceF,D,wt,90,111.98896188011965,long
b1087,yceF,D,wt,120,180.19455577377477,long
b1087,yceF,D,wt,180,206.78219859915538,long
b1087,yceF,D,wt,240,250.62878637386078,long
b1087,yceF,D,wt,300,273.0272259106805,long
b1087,yceF,E,wt,0,88.62230858795742,short
b1087,yceF,E,wt,30,80.21364939735084,short
b1087,yceF,E,wt,60,101.47060749687499,short
b1087,yceF,E,wt,90,102.2877923197718,short
b1087,yceF,E,wt,120,111.59631214071169,short
b1087,yceF,E,wt,150,239.44018354936935,short
b1087,yceF,F,wt,0,88.82113243738173,short
b1087,yceF,F,wt,30,71.65131960157166,short
b1087,yceF,F,wt,60,89.53263925278992,short
b1087,yceF,F,wt,90,113.34286877705944,short
b1087,yceF,F,wt,120,219.95011780766635,short
b1087,yceF,F,wt,150,214.0074810506959,short
b1087,yceF,G,wt,0,92.91451218071032,short
b1087,yceF,G,wt,30,85.4639548250133,short
b1087,yceF,G,wt,60,104.036810405912,short
b1087,yceF,G,wt,90,116.68094606483135,short
b1087,yceF,G,wt,120,167.25409137713615,short
b1087,yceF,G,wt,150,204.1085866693445,short
b1100,ycfH,A,wt,0,261.78433451204705,long
b1100,ycfH,A,wt,90,143.8900636579131,long
b1100,ycfH,A,wt,120,335.7777149684611,long
b1100,ycfH,A,wt,180,569.130839050304,long
b1100,ycfH,A,wt,240,454.7906573806265,long
b1100,ycfH,A,wt,300,475.3407859626735,long
b1100,ycfH,B,wt,0,257.3003050439804,long
b1100,ycfH,B,wt,90,208.80812467051052,long
b1100,ycfH,B,wt,120,404.1211222874143,long
b1100,ycfH,B,wt,180,593.7006888766241,long
b1100,ycfH,B,wt,240,541.1440913047213,long
b1100,ycfH,B,wt,300,426.560936628152,long
b1100,ycfH,C,wt,0,251.34889592943608,long
b1100,ycfH,C,wt,90,165.23034615045165,long
b1100,ycfH,C,wt,120,264.4261319530412,long
b1100,ycfH,C,wt,180,553.5836610400194,long
b1100,ycfH,C,wt,240,557.7061110125649,long
b1100,ycfH,C,wt,300,417.5001847146371,long
b1100,ycfH,D,wt,0,268.90585739056615,long
b1100,ycfH,D,wt,90,202.94047387470147,long
b1100,ycfH,D,wt,120,348.1388904814708,long
b1100,ycfH,D,wt,180,660.8428878402417,long
b1100,ycfH,D,wt,240,736.0069399906349,long
b1100,ycfH,D,wt,300,741.1027803677835,long
b1100,ycfH,E,wt,0,139.77135743133246,short
b1100,ycfH,E,wt,30,165.7124592110219,short
b1100,ycfH,E,wt,60,117.28086485712028,short
b1100,ycfH,E,wt,90,226.35836029388872,short
b1100,ycfH,E,wt,120,387.01441643933924,short
b1100,ycfH,E,wt,150,371.08626116697064,short
b1100,ycfH,F,wt,0,262.5544731784573,short
b1100,ycfH,F,wt,30,217.3071511513122,short
b1100,ycfH,F,wt,60,143.88532310003814,short
b1100,ycfH,F,wt,90,211.00504455236998,short
b1100,ycfH,F,wt,120,313.47078041657636,short
b1100,ycfH,F,wt,150,697.3947544346529,short
b1100,ycfH,G,wt,0,169.89984970882193,short
b1100,ycfH,G,wt,30,174.15332511202442,short
b1100,ycfH,G,wt,60,153.59814504535137,short
b1100,ycfH,G,wt,90,199.95097731012862,short
b1100,ycfH,G,wt,120,488.3516968372768,short
b1100,ycfH,G,wt,150,673.8510468204693,short
b1103,hinT,A,wt,0,146.80909726362657,long
b1103,hinT,A,wt,90,265.07672847598843,long
b1103,hinT,A,wt,120,324.2320530577573,long
b1103,hinT,A,wt,180,385.32826899325033,long
b1103,hinT,A,wt,240,286.18181530150974,long
b1103,hinT,A,wt,300,203.86052616998464,long
b1103,hinT,B,wt,0,78.29008509353672,long
b1103,hinT,B,wt,90,289.2454978346244,long
b1103,hinT,B,wt,120,278.9332441707047,long
b1103,hinT,B,wt,180,335.074554694058,long
b1103,hinT,B,wt,240,285.1779131028007,long
b1103,hinT,B,wt,300,232.774157146564,long
b1103,hinT,C,wt,0,77.95204403830223,long
b1103,hinT,C,wt,90,148.99754884946762,long
b1103,hinT,C,wt,120,232.57149137772635,long
b1103,hinT,C,wt,180,254.5826592506192,long
b1103,hinT,C,wt,240,231.96994504937155,long
b1103,hinT,C,wt,300,200.10041337204507,long
b1103,hinT,D,wt,0,113.82878429792737,long
b1103,hinT,D,wt,90,215.5456343078499,long
b1103,hinT,D,wt,120,322.6046528793645,long
b1103,hinT,D,wt,180,339.4431040386357,long
b1103,hinT,D,wt,240,359.37392182499013,long
b1103,hinT,D,wt,300,331.9970384012691,long
b1103,hinT,E,wt,0,110.7815087316237,short
b1103,hinT,E,wt,30,144.08063735653562,short
b1103,hinT,E,wt,60,134.27008743835566,short
b1103,hinT,E,wt,90,164.72472562305762,short
b1103,hinT,E,wt,120,269.89578275447917,short
b1103,hinT,E,wt,150,336.1252716683315,short
b1103,hinT,F,wt,0,70.43157250450489,short
b1103,hinT,F,wt,30,88.06085657061044,short
b1103,hinT,F,wt,60,127.43815022923751,short
b1103,hinT,F,wt,90,149.97995258556554,short
b1103,hinT,F,wt,120,293.8457291973323,short
b1103,hinT,F,wt,150,334.35180259355377,short
b1103,hinT,G,wt,0,122.94830968840263,short
b1103,hinT,G,wt,30,110.71727983441872,short
b1103,hinT,G,wt,60,134.7581262072978,short
b1103,hinT,G,wt,90,186.98858112271006,short
b1103,hinT,G,wt,120,256.1507429016078,short
b1103,hinT,G,wt,150,300.50478212519033,short
b1127,pepT,A,wt,0,103.85941953751923,long
b1127,pepT,A,wt,90,293.7553420400436,long
b1127,pepT,A,wt,120,388.6913896278364,long
b1127,pepT,A,wt,180,602.970814350189,long
b1127,pepT,A,wt,240,609.3894955636022,long
b1127,pepT,A,wt,300,636.68942605502275,long
b1127,pepT,B,wt,0,94.93068717481356,long
b1127,pepT,B,wt,90,296.12025521537066,long
b1127,pepT,B,wt,120,400.36124925910025,long
b1127,pepT,B,wt,180,445.02117285042004,long
b1127,pepT,B,wt,240,487.2385044226044,long
b1127,pepT,B,wt,300,480.7632111106072,long
b1127,pepT,C,wt,0,106.15899219733619,long
b1127,pepT,C,wt,90,267.8199694253209,long
b1127,pepT,C,wt,120,341.45703600253887,long
b1127,pepT,C,wt,180,440.4050197579694,long
b1127,pepT,C,wt,240,385.0958588548949,long
b1127,pepT,C,wt,300,341.09101131148395,long
b1127,pepT,D,wt,0,108.09634018710238,long
b1127,pepT,D,wt,90,283.00079024086125,long
b1127,pepT,D,wt,120,333.3345290318801,long
b1127,pepT,D,wt,180,491.4498945590874,long
b1127,pepT,D,wt,240,547.4746752878917,long
b1127,pepT,D,wt,300,506.284758481097,long
b1127,pepT,E,wt,0,127.41742499911504,short
b1127,pepT,E,wt,30,171.60596484333593,short
b1127,pepT,E,wt,60,217.50458051750235,short
b1127,pepT,E,wt,90,204.5306712237007,short
b1127,pepT,E,wt,120,265.59661244844744,short
b1127,pepT,E,wt,150,253.16614259259595,short
b1127,pepT,F,wt,0,90.60337688946731,short
b1127,pepT,F,wt,30,173.9931326996271,short
b1127,pepT,F,wt,60,226.03504817657208,short
b1127,pepT,F,wt,90,262.54221188903875,short
b1127,pepT,F,wt,120,332.2155946778613,short
b1127,pepT,F,wt,150,362.3384680081615,short
b1127,pepT,G,wt,0,150.101485068358,short
b1127,pepT,G,wt,30,181.14993749766438,short
b1127,pepT,G,wt,60,247.8562191858151,short
b1127,pepT,G,wt,90,241.25038188568308,short
b1127,pepT,G,wt,120,281.651338552865,short
b1127,pepT,G,wt,150,344.3384904452013,short
b1165,ymgA,A,wt,0,23.656786879702658,long
b1165,ymgA,A,wt,90,999.9965274295829,long
b1165,ymgA,A,wt,120,968.0640049315144,long
b1165,ymgA,A,wt,180,1198.8560043679079,long
b1165,ymgA,A,wt,240,796.2038948392179,long
b1165,ymgA,A,wt,300,565.8518496977647,long
b1165,ymgA,B,wt,0,10.480687643014857,long
b1165,ymgA,B,wt,90,1516.6517746860072,long
b1165,ymgA,B,wt,120,959.5345531655173,long
b1165,ymgA,B,wt,180,1316.7444763247177,long
b1165,ymgA,B,wt,240,914.8561333319603,long
b1165,ymgA,B,wt,300,606.7084348605306,long
b1165,ymgA,C,wt,0,21.042399744237784,long
b1165,ymgA,C,wt,90,889.0145383204836,long
b1165,ymgA,C,wt,120,1431.1491508422196,long
b1165,ymgA,C,wt,180,1193.041033131082,long
b1165,ymgA,C,wt,240,787.9959259909516,long
b1165,ymgA,C,wt,300,526.7800459131457,long
b1165,ymgA,D,wt,0,28.440864484440375,long
b1165,ymgA,D,wt,90,1041.0379074509938,long
b1165,ymgA,D,wt,120,1621.1614869187283,long
b1165,ymgA,D,wt,180,1679.104673512607,long
b1165,ymgA,D,wt,240,1399.5390777978653,long
b1165,ymgA,D,wt,300,1831.806806704176,long
b1165,ymgA,E,wt,0,28.871326550767492,short
b1165,ymgA,E,wt,30,50.64885676700322,short
b1165,ymgA,E,wt,60,397.1002456709883,short
b1165,ymgA,E,wt,90,1294.0794533936785,short
b1165,ymgA,E,wt,120,916.7844954087647,short
b1165,ymgA,E,wt,150,1486.3897267906848,short
b1165,ymgA,F,wt,0,10.308188636909255,short
b1165,ymgA,F,wt,30,42.83234989244716,short
b1165,ymgA,F,wt,60,421.78969893005666,short
b1165,ymgA,F,wt,90,1010.0926397236047,short
b1165,ymgA,F,wt,120,1073.3217631505468,short
b1165,ymgA,F,wt,150,1342.584969743006,short
b1165,ymgA,G,wt,0,24.981972720092248,short
b1165,ymgA,G,wt,30,41.86378151475797,short
b1165,ymgA,G,wt,60,356.4530306130543,short
b1165,ymgA,G,wt,90,993.5572761451971,short
b1165,ymgA,G,wt,120,1325.0821961778013,short
b1165,ymgA,G,wt,150,1024.6152892324135,short
b1167,ymgC,A,wt,0,46.053451223195694,long
b1167,ymgC,A,wt,90,3341.152388896059,long
b1167,ymgC,A,wt,120,3456.563098022554,long
b1167,ymgC,A,wt,180,4488.731467079678,long
b1167,ymgC,A,wt,240,3315.7420097403174,long
b1167,ymgC,A,wt,300,2421.202779100137,long
b1167,ymgC,B,wt,0,33.24439285484372,long
b1167,ymgC,B,wt,90,4420.56297784561,long
b1167,ymgC,B,wt,120,4680.781472271532,long
b1167,ymgC,B,wt,180,5421.432396903152,long
b1167,ymgC,B,wt,240,4417.705457208484,long
b1167,ymgC,B,wt,300,2790.645570586513,long
b1167,ymgC,C,wt,0,34.96255396811142,long
b1167,ymgC,C,wt,90,4471.578469307178,long
b1167,ymgC,C,wt,120,5530.903428294457,long
b1167,ymgC,C,wt,180,4746.0252185211475,long
b1167,ymgC,C,wt,240,3752.774469913884,long
b1167,ymgC,C,wt,300,2274.928332291166,long
b1167,ymgC,D,wt,0,21.999094161413513,long
b1167,ymgC,D,wt,90,3046.1813629840044,long
b1167,ymgC,D,wt,120,5014.7711944774765,long
b1167,ymgC,D,wt,180,5950.065395164881,long
b1167,ymgC,D,wt,240,5166.099984399744,long
b1167,ymgC,D,wt,300,4946.9144373124245,long
b1167,ymgC,E,wt,0,50.9441628353124,short
b1167,ymgC,E,wt,30,85.55865267288493,short
b1167,ymgC,E,wt,60,572.9254581984602,short
b1167,ymgC,E,wt,90,3322.654950279559,short
b1167,ymgC,E,wt,120,3391.0155897617296,short
b1167,ymgC,E,wt,150,5551.475428840388,short
b1167,ymgC,F,wt,0,44.95525098300354,short
b1167,ymgC,F,wt,30,78.05447620442732,short
b1167,ymgC,F,wt,60,673.6409877370722,short
b1167,ymgC,F,wt,90,3064.7466727870415,short
b1167,ymgC,F,wt,120,3874.253133374246,short
b1167,ymgC,F,wt,150,5162.3379598119045,short
b1167,ymgC,G,wt,0,51.3255049851994,short
b1167,ymgC,G,wt,30,69.91176836383828,short
b1167,ymgC,G,wt,60,654.4154060980327,short
b1167,ymgC,G,wt,90,2958.9525495290777,short
b1167,ymgC,G,wt,120,4648.696180812248,short
b1167,ymgC,G,wt,150,4545.968905039434,short
b1168,pdeG,A,wt,0,19.711338162115908,long
b1168,pdeG,A,wt,90,141.77236373560515,long
b1168,pdeG,A,wt,120,195.91030849519382,long
b1168,pdeG,A,wt,180,212.75287311096835,long
b1168,pdeG,A,wt,240,156.84792126496072,long
b1168,pdeG,A,wt,300,57.343441800519315,long
b1168,pdeG,B,wt,0,24.993850263050916,long
b1168,pdeG,B,wt,90,331.9537351106614,long
b1168,pdeG,B,wt,120,184.05994772136216,long
b1168,pdeG,B,wt,180,209.89354766131515,long
b1168,pdeG,B,wt,240,97.2171852320478,long
b1168,pdeG,B,wt,300,108.99392288333443,long
b1168,pdeG,C,wt,0,31.69170161412449,long
b1168,pdeG,C,wt,90,439.58109676630113,long
b1168,pdeG,C,wt,120,285.7411343483611,long
b1168,pdeG,C,wt,180,247.03432551979088,long
b1168,pdeG,C,wt,240,179.70807940710074,long
b1168,pdeG,C,wt,300,104.17718141199683,long
b1168,pdeG,D,wt,0,21.878841957805015,long
b1168,pdeG,D,wt,90,586.7486758394288,long
b1168,pdeG,D,wt,120,473.77263977982125,long
b1168,pdeG,D,wt,180,366.8644978752245,long
b1168,pdeG,D,wt,240,275.89963346336043,long
b1168,pdeG,D,wt,300,250.95460290131996,long
b1168,pdeG,E,wt,0,19.05937234484259,short
b1168,pdeG,E,wt,30,28.529441816264022,short
b1168,pdeG,E,wt,60,144.9787771767602,short
b1168,pdeG,E,wt,90,611.3531127940597,short
b1168,pdeG,E,wt,120,221.1238080617555,short
b1168,pdeG,E,wt,150,290.8638524624022,short
b1168,pdeG,F,wt,0,17.723232469530608,short
b1168,pdeG,F,wt,30,33.20441963564627,short
b1168,pdeG,F,wt,60,193.55395674117548,short
b1168,pdeG,F,wt,90,654.0193704050048,short
b1168,pdeG,F,wt,120,246.32400733942194,short
b1168,pdeG,F,wt,150,407.5465270391859,short
b1168,pdeG,G,wt,0,30.088243289992555,short
b1168,pdeG,G,wt,30,23.03151282628453,short
b1168,pdeG,G,wt,60,141.7714467205183,short
b1168,pdeG,G,wt,90,445.5386507773295,short
b1168,pdeG,G,wt,120,246.86733977551845,short
b1168,pdeG,G,wt,150,251.2834478789949,short
b1188,ycgB,A,wt,0,22.26527385745732,long
b1188,ycgB,A,wt,90,120.9453405515791,long
b1188,ycgB,A,wt,120,325.57722187904653,long
b1188,ycgB,A,wt,180,613.6731535919481,long
b1188,ycgB,A,wt,240,560.3050600076552,long
b1188,ycgB,A,wt,300,422.94917082998,long
b1188,ycgB,B,wt,0,26.906634621702725,long
b1188,ycgB,B,wt,90,86.62360565139497,long
b1188,ycgB,B,wt,120,343.21343422035415,long
b1188,ycgB,B,wt,180,500.1019012130949,long
b1188,ycgB,B,wt,240,403.10507755270487,long
b1188,ycgB,B,wt,300,269.2492389561724,long
b1188,ycgB,C,wt,0,17.46691696489425,long
b1188,ycgB,C,wt,90,57.832353877957246,long
b1188,ycgB,C,wt,120,159.65702609154917,long
b1188,ycgB,C,wt,180,319.6620405259134,long
b1188,ycgB,C,wt,240,221.07006774129442,long
b1188,ycgB,C,wt,300,149.16003756534957,long
b1188,ycgB,D,wt,0,26.488483950574075,long
b1188,ycgB,D,wt,90,88.80173699460322,long
b1188,ycgB,D,wt,120,215.5918967479056,long
b1188,ycgB,D,wt,180,585.607137021217,long
b1188,ycgB,D,wt,240,760.3874259672816,long
b1188,ycgB,D,wt,300,632.1903340382305,long
b1188,ycgB,E,wt,0,44.17634364302057,short
b1188,ycgB,E,wt,30,37.740985934912196,short
b1188,ycgB,E,wt,60,85.95575176615786,short
b1188,ycgB,E,wt,90,54.95665389095722,short
b1188,ycgB,E,wt,120,195.51262810106235,short
b1188,ycgB,E,wt,150,290.80837116442706,short
b1188,ycgB,F,wt,0,27.046007332709713,short
b1188,ycgB,F,wt,30,35.83603603782068,short
b1188,ycgB,F,wt,60,41.28569350823247,short
b1188,ycgB,F,wt,90,6.612339863862135,short
b1188,ycgB,F,wt,120,297.2012077791021,short
b1188,ycgB,F,wt,150,573.7100865123365,short
b1188,ycgB,G,wt,0,36.059810216802475,short
b1188,ycgB,G,wt,30,38.26156746595398,short
b1188,ycgB,G,wt,60,58.89616446127658,short
b1188,ycgB,G,wt,90,76.69548232409304,short
b1188,ycgB,G,wt,120,205.84247364933952,short
b1188,ycgB,G,wt,150,519.3802546476379,short
b1195,ymgE,A,wt,0,11.3850021900425,long
b1195,ymgE,A,wt,90,46.67758064477644,long
b1195,ymgE,A,wt,120,95.55797462314902,long
b1195,ymgE,A,wt,180,105.05377110219169,long
b1195,ymgE,A,wt,240,116.17314008669842,long
b1195,ymgE,A,wt,300,66.17986220731979,long
b1195,ymgE,B,wt,0,16.61284361274842,long
b1195,ymgE,B,wt,90,52.67519334532073,long
b1195,ymgE,B,wt,120,69.27585716015736,long
b1195,ymgE,B,wt,180,97.67201826800658,long
b1195,ymgE,B,wt,240,77.83692464276837,long
b1195,ymgE,B,wt,300,50.06620845931663,long
b1195,ymgE,C,wt,0,10.078377734636971,long
b1195,ymgE,C,wt,90,17.176887144766447,long
b1195,ymgE,C,wt,120,40.062400327742516,long
b1195,ymgE,C,wt,180,78.50625315319458,long
b1195,ymgE,C,wt,240,56.20301076771062,long
b1195,ymgE,C,wt,300,34.48409750330756,long
b1195,ymgE,D,wt,0,8.682320250915998,long
b1195,ymgE,D,wt,90,33.87398401534334,long
b1195,ymgE,D,wt,120,62.0122431625598,long
b1195,ymgE,D,wt,180,61.898915190940976,long
b1195,ymgE,D,wt,240,100.5753810890358,long
b1195,ymgE,D,wt,300,79.36524437835081,long
b1195,ymgE,E,wt,0,9.260158219417896,short
b1195,ymgE,E,wt,30,12.363826226068356,short
b1195,ymgE,E,wt,60,12.303580954458651,short
b1195,ymgE,E,wt,90,14.132274733853887,short
b1195,ymgE,E,wt,120,43.14803994642518,short
b1195,ymgE,E,wt,150,84.96252690642844,short
b1195,ymgE,F,wt,0,6.694682514466041,short
b1195,ymgE,F,wt,30,18.15980846938004,short
b1195,ymgE,F,wt,60,12.160718085099564,short
b1195,ymgE,F,wt,90,37.62972119971068,short
b1195,ymgE,F,wt,120,59.71069730022489,short
b1195,ymgE,F,wt,150,70.9672823693998,short
b1195,ymgE,G,wt,0,26.942830203110464,short
b1195,ymgE,G,wt,30,23.64206134826859,short
b1195,ymgE,G,wt,60,14.899799941606302,short
b1195,ymgE,G,wt,90,25.22033152086913,short
b1195,ymgE,G,wt,120,37.332278315477964,short
b1195,ymgE,G,wt,150,64.96242016535821,short
b1197,treA,A,wt,0,99.3849646430106,long
b1197,treA,A,wt,90,41.55032295508223,long
b1197,treA,A,wt,120,132.29061111655932,long
b1197,treA,A,wt,180,171.4803984030981,long
b1197,treA,A,wt,240,227.55107890193753,long
b1197,treA,A,wt,300,190.15269735302343,long
b1197,treA,B,wt,0,73.0532403255796,long
b1197,treA,B,wt,90,44.53906793396182,long
b1197,treA,B,wt,120,129.68768275336362,long
b1197,treA,B,wt,180,149.55960039761078,long
b1197,treA,B,wt,240,198.19991354251172,long
b1197,treA,B,wt,300,139.0573499410025,long
b1197,treA,C,wt,0,54.8484470563233,long
b1197,treA,C,wt,90,37.463296183431225,long
b1197,treA,C,wt,120,72.54989567070264,long
b1197,treA,C,wt,180,119.35642772666606,long
b1197,treA,C,wt,240,98.78124588839817,long
b1197,treA,C,wt,300,71.72002491487957,long
b1197,treA,D,wt,0,80.60513579727024,long
b1197,treA,D,wt,90,51.22174880830591,long
b1197,treA,D,wt,120,83.880753012022,long
b1197,treA,D,wt,180,137.2415165926674,long
b1197,treA,D,wt,240,184.5119831864213,long
b1197,treA,D,wt,300,174.6444263560588,long
b1197,treA,E,wt,0,86.84701415656342,short
b1197,treA,E,wt,30,89.00244889487938,short
b1197,treA,E,wt,60,24.248012419039963,short
b1197,treA,E,wt,90,47.512947545786965,short
b1197,treA,E,wt,120,65.01337678759839,short
b1197,treA,E,wt,150,52.00534137511842,short
b1197,treA,F,wt,0,56.16365608244669,short
b1197,treA,F,wt,30,37.64821001072592,short
b1197,treA,F,wt,60,31.51796473805407,short
b1197,treA,F,wt,90,114.32736272921812,short
b1197,treA,F,wt,120,72.66990793929207,short
b1197,treA,F,wt,150,58.1554439819974,short
b1197,treA,G,wt,0,103.90039897195427,short
b1197,treA,G,wt,30,81.02972685417045,short
b1197,treA,G,wt,60,42.00190729241333,short
b1197,treA,G,wt,90,50.755912334280936,short
b1197,treA,G,wt,120,58.27037723472407,short
b1197,treA,G,wt,150,63.81397412626831,short
b1217,chaB,A,wt,0,7.324366599213978,long
b1217,chaB,A,wt,90,27.578971035001256,long
b1217,chaB,A,wt,120,66.9044698671808,long
b1217,chaB,A,wt,180,94.26424370370066,long
b1217,chaB,A,wt,240,84.74168833617821,long
b1217,chaB,A,wt,300,63.6900081954334,long
b1217,chaB,B,wt,0,23.882456449508904,long
b1217,chaB,B,wt,90,41.53612854443442,long
b1217,chaB,B,wt,120,60.620661570842216,long
b1217,chaB,B,wt,180,72.97503457475572,long
b1217,chaB,B,wt,240,67.52453008097885,long
b1217,chaB,B,wt,300,50.25032080646517,long
b1217,chaB,C,wt,0,15.398905719014916,long
b1217,chaB,C,wt,90,37.410977932326944,long
b1217,chaB,C,wt,120,29.159733927687135,long
b1217,chaB,C,wt,180,76.75245204856192,long
b1217,chaB,C,wt,240,58.556994032318194,long
b1217,chaB,C,wt,300,49.04744352113388,long
b1217,chaB,D,wt,0,21.52346591500899,long
b1217,chaB,D,wt,90,39.88832870688742,long
b1217,chaB,D,wt,120,83.2576794380546,long
b1217,chaB,D,wt,180,64.77106270138272,long
b1217,chaB,D,wt,240,92.06441062971666,long
b1217,chaB,D,wt,300,73.21643488149263,long
b1217,chaB,E,wt,0,14.164870952732336,short
b1217,chaB,E,wt,30,13.653163639300445,short
b1217,chaB,E,wt,60,30.467019666668246,short
b1217,chaB,E,wt,90,27.356421931851298,short
b1217,chaB,E,wt,120,44.64159858086872,short
b1217,chaB,E,wt,150,37.287573364029875,short
b1217,chaB,F,wt,0,17.859727902953622,short
b1217,chaB,F,wt,30,25.7928256289319,short
b1217,chaB,F,wt,60,28.323496082319068,short
b1217,chaB,F,wt,90,32.638612885583804,short
b1217,chaB,F,wt,120,35.617474085288535,short
b1217,chaB,F,wt,150,52.44336081662848,short
b1217,chaB,G,wt,0,17.618855077007666,short
b1217,chaB,G,wt,30,23.595253483434647,short
b1217,chaB,G,wt,60,34.140604004989356,short
b1217,chaB,G,wt,90,18.850659711979777,short
b1217,chaB,G,wt,120,41.59118881903526,short
b1217,chaB,G,wt,150,81.18272290607617,short
b1234,rssA,A,wt,0,202.1947065345941,long
b1234,rssA,A,wt,90,167.02401788315134,long
b1234,rssA,A,wt,120,248.90063554672318,long
b1234,rssA,A,wt,180,406.72257104806556,long
b1234,rssA,A,wt,240,378.37251272884527,long
b1234,rssA,A,wt,300,265.91894232574737,long
b1234,rssA,B,wt,0,163.09487013199623,long
b1234,rssA,B,wt,90,194.31144514193562,long
b1234,rssA,B,wt,120,256.9675817889226,long
b1234,rssA,B,wt,180,369.6886871875196,long
b1234,rssA,B,wt,240,333.0062012155832,long
b1234,rssA,B,wt,300,326.48525993805043,long
b1234,rssA,C,wt,0,144.4721405623471,long
b1234,rssA,C,wt,90,156.2731377278854,long
b1234,rssA,C,wt,120,229.55911739679175,long
b1234,rssA,C,wt,180,379.58205573100565,long
b1234,rssA,C,wt,240,329.2469179032302,long
b1234,rssA,C,wt,300,320.555710906993,long
b1234,rssA,D,wt,0,144.31046379833143,long
b1234,rssA,D,wt,90,232.13523280595274,long
b1234,rssA,D,wt,120,308.31948521660075,long
b1234,rssA,D,wt,180,566.3463804624585,long
b1234,rssA,D,wt,240,566.2046043212086,long
b1234,rssA,D,wt,300,547.2516352202066,long
b1234,rssA,E,wt,0,125.8761436236511,short
b1234,rssA,E,wt,30,170.22403890560216,short
b1234,rssA,E,wt,60,216.48026626813385,short
b1234,rssA,E,wt,90,228.99348197401568,short
b1234,rssA,E,wt,120,280.3876099493393,short
b1234,rssA,E,wt,150,521.5351294048739,short
b1234,rssA,F,wt,0,125.50632034487494,short
b1234,rssA,F,wt,30,159.72328852161763,short
b1234,rssA,F,wt,60,182.54613368152263,short
b1234,rssA,F,wt,90,173.73303444697666,short
b1234,rssA,F,wt,120,337.64134250965157,short
b1234,rssA,F,wt,150,563.7605643906975,short
b1234,rssA,G,wt,0,148.8225528493857,short
b1234,rssA,G,wt,30,167.51137621060718,short
b1234,rssA,G,wt,60,214.02032639273781,short
b1234,rssA,G,wt,90,220.0483114363073,short
b1234,rssA,G,wt,120,333.29385979520316,short
