bNum,name,entrez_GeneID,padj_sp,padj_osmo,padj_cold,sig_sp,sig_osmo,sig_cold,onset_sp,onset_osmo,onset_cold
b1172,ymgG,GeneID:945728,0.9999983765053104,0.4286556178447925,0.9803868660693672,FALSE,FALSE,FALSE,NA,NA,NA
b1174,minE,GeneID:945740,2.4007667088286234e-7,0.01601187708642145,1,TRUE,FALSE,FALSE,267.15502,NA,NA
b1175,minD,GeneID:945741,1.7351274074286056e-6,0.00111827772913407,1,TRUE,TRUE,FALSE,NA,NA,NA
b1176,minC,GeneID:945744,2.8486584324094766e-10,0.7782930397649287,0.9254841279900512,TRUE,FALSE,FALSE,NA,NA,NA
b1177,ycgJ,GeneID:946155,0.05932996812444455,0.00610860342247626,1,FALSE,TRUE,FALSE,NA,NA,NA
b1178,pliG,GeneID:946963,0.2567791877974751,0.03865002387750508,1,FALSE,FALSE,FALSE,NA,NA,NA
b1179,ycgL,GeneID:946226,0.5766966892764867,0.3573096181400719,1,FALSE,FALSE,FALSE,NA,NA,NA
b1180,ycgM,GeneID:946115,0.08996722699752645,0.13265717881085154,1,FALSE,FALSE,FALSE,NA,NA,NA
b1181,ycgN,GeneID:945804,1.6121842533434218e-4,0.5766072443652476,0.765237653271401,TRUE,FALSE,FALSE,NA,NA,NA
b1182,hlyE,GeneID:945745,0.00187153414365347,0.16442834425587186,0.070674784733831,TRUE,FALSE,FALSE,206.5696,NA,NA
b1183,umuD,GeneID:945746,0.09974381057255068,NA,0.7800664197059859,FALSE,NA,FALSE,NA,NA,NA
b1184,umuC,GeneID:946359,0.3866300117378096,0.5059255789221068,1,FALSE,FALSE,FALSE,NA,NA,NA
b1185,dsbB,GeneID:946344,1.6549159004350388e-11,0.31959040921539655,1,TRUE,FALSE,FALSE,168.3867,NA,NA
b1186,nhaB,GeneID:944822,4.231083375839352e-13,0.7534055499095517,0.9228382056473006,TRUE,FALSE,FALSE,NA,NA,NA
b1187,fadR,GeneID:948652,2.217093941200402e-18,3.85863145533809e-5,0.9067427778250488,TRUE,TRUE,FALSE,229.48379,NA,NA
b1188,ycgB,GeneID:946365,8.089208657735592e-16,0.00268719630830324,1.064681081856607e-36,TRUE,TRUE,TRUE,186.6605,4.566442,116.833
b1189,dadA,GeneID:945752,0.00221112330368158,3.882979600575974e-4,1,TRUE,TRUE,FALSE,45.6978,91.66404,NA
b1190,dadX,GeneID:945754,6.630692041453283e-4,0.06294125652354902,1,TRUE,FALSE,FALSE,54.0529,NA,NA
b1191,cvrA,GeneID:945755,0.05768543638469241,0.3726724152960603,1,FALSE,FALSE,FALSE,NA,NA,NA
b1192,ldcA,GeneID:945756,0.07346706516021297,0.623872225584767,0.6804066396250669,FALSE,FALSE,FALSE,NA,NA,NA
b1193,emtA,GeneID:945655,0.15434877719391862,0.2171916793150948,0.9084537511634116,FALSE,FALSE,FALSE,NA,NA,NA
b1194,ycgR,GeneID:947609,0.5252982620428516,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1195,ymgE,GeneID:945760,3.9972271867244333e-13,1.0001524143815435e-13,4.232040668215282e-9,TRUE,TRUE,TRUE,104.9431,39.46669,112.1725
b1196,ycgY,GeneID:945761,9.291318228235e-7,0.7265079921474116,0.4126437043008385,TRUE,FALSE,FALSE,NA,NA,NA
b1197,treA,GeneID:945757,8.081761189471734e-12,5.863174360611847e-7,1.2850406410297531e-5,TRUE,TRUE,TRUE,82.78116,29.76613,NA
b1198,dhaM,GeneID:945749,0.29842857576802767,7.270657953053455e-7,0.10797384980356198,FALSE,TRUE,FALSE,NA,NA,NA
b1199,dhaL,GeneID:945748,0.084837573077007,0.00967765157327953,0.01717753886330852,FALSE,TRUE,FALSE,NA,54.16781,NA
b1200,dhaK,GeneID:945747,0.09456285451120763,0.00712743987703357,0.04245794940950949,FALSE,TRUE,FALSE,NA,51.86557,NA
b1201,dhaR,GeneID:945743,0.0814412913646954,0.39695807377962256,0.49625819279258904,FALSE,FALSE,FALSE,NA,NA,NA
b1202,ycgV,GeneID:945767,0.17723108488370334,0.9451449448318412,1,FALSE,FALSE,FALSE,NA,NA,NA
b1203,ychF,GeneID:945769,0.9470791969612536,0.6483064876870739,1,FALSE,FALSE,FALSE,NA,NA,NA
b1204,pth,GeneID:945765,0.7652865379958781,0.41609551250573695,1,FALSE,FALSE,FALSE,NA,NA,NA
b1205,ychH,GeneID:945762,0.10594096030424768,7.360304518246467e-5,1,FALSE,TRUE,FALSE,NA,28.58202,NA
b1206,dauA,GeneID:945770,0.02784757154822834,0.09758774313464667,1,FALSE,FALSE,FALSE,NA,NA,NA
b1207,prs,GeneID:945772,0.09443498182792089,0.1708025388355301,0.9988397882414046,FALSE,FALSE,FALSE,NA,NA,NA
b1208,ispE,GeneID:945774,7.939853572510948e-11,0.5936500799834833,1,TRUE,FALSE,FALSE,222.58136,NA,NA
b1209,lolB,GeneID:945775,0.9573188670747224,0.0865858963517095,1,FALSE,FALSE,FALSE,NA,NA,NA
b1210,hemA,GeneID:945777,0.09142165615963964,0.4263813826914208,1,FALSE,FALSE,FALSE,NA,NA,NA
b1211,prfA,GeneID:949002,0.45978086153461306,0.41456535940341627,1,FALSE,FALSE,FALSE,NA,NA,NA
b1212,prmC,GeneID:945779,0.14707456587697157,0.988235997900342,1,FALSE,FALSE,FALSE,NA,NA,NA
b1213,ychQ,GeneID:945781,0.37575939193786634,0.9241289136409424,1,FALSE,FALSE,FALSE,NA,NA,NA
b1214,ychA,GeneID:945784,4.400250839161923e-5,0.15508936583902674,1,TRUE,FALSE,FALSE,NA,NA,NA
b1215,kdsA,GeneID:945785,0.8189361682720471,0.6620430302031707,1,FALSE,FALSE,FALSE,NA,NA,NA
b1216,chaA,GeneID:945790,5.987059527401115e-14,0.00736423657787073,0.03623477913136928,TRUE,TRUE,FALSE,NA,NA,NA
b1217,chaB,GeneID:945792,4.48935833877721e-10,0.17958169092728948,6.651588599113799e-6,TRUE,FALSE,TRUE,85.77079,NA,188.1181
b1218,chaC,GeneID:945793,2.2484476869615588e-8,7.33951911075264e-9,0.01597146107511288,TRUE,TRUE,FALSE,102.4621,16.90856,NA
b1219,ychN,GeneID:945794,2.36290542292325e-13,2.0306594125019793e-5,1,TRUE,TRUE,FALSE,NA,51.87356,NA
b1220,ychO,GeneID:945801,0.46627640598843934,7.594396161438769e-7,1,FALSE,TRUE,FALSE,NA,22.07646,NA
b1221,narL,GeneID:945795,0.3587891880541958,0.7286361983708479,1,FALSE,FALSE,FALSE,NA,NA,NA
b1222,narX,GeneID:945788,0.26225882733616973,0.35037196391965797,1,FALSE,FALSE,FALSE,NA,NA,NA
b1223,narK,GeneID:945783,0.0769738322452314,0.9444816895011946,1,FALSE,FALSE,FALSE,NA,NA,NA
b1224,narG,GeneID:945782,0.13029415014525852,0.9797275134682004,1,FALSE,FALSE,FALSE,NA,NA,NA
b1225,narH,GeneID:945780,0.27217211709394085,0.961388601571862,1,FALSE,FALSE,FALSE,NA,NA,NA
b1226,narJ,GeneID:945807,0.4480664419126953,0.6353136092473038,1,FALSE,FALSE,FALSE,NA,NA,NA
b1227,narI,GeneID:945808,0.13654404931649744,0.99984604727084,1,FALSE,FALSE,FALSE,NA,NA,NA
b1230,tyrV,GeneID:945811,0.1374628018004329,0.534264695498914,1,FALSE,FALSE,FALSE,NA,NA,NA
b1231,tyrT,GeneID:945820,0.8850698310684082,0.02103797289275989,0.6762327775427652,FALSE,FALSE,FALSE,NA,NA,NA
b1232,purU,GeneID:945827,0.26225882733616973,0.0278339570283282,1,FALSE,FALSE,FALSE,NA,NA,NA
b1233,ychJ,GeneID:945828,1.0062216314339337e-4,0.4036620675327948,1,TRUE,FALSE,FALSE,NA,NA,NA
b1234,rssA,GeneID:945725,1.197830742927471e-7,3.190586932805943e-4,1.6453253360522238e-15,TRUE,TRUE,TRUE,NA,44.40265,164.8913
b1235,rssB,GeneID:945855,1.116374429570977e-24,0.00301172598676684,2.4415548482670435e-16,TRUE,TRUE,TRUE,83.00119,24.59791,100.8653
b1236,galU,GeneID:945730,6.649216720563213e-6,0.1952541612164419,0.4273202018770225,TRUE,FALSE,FALSE,NA,NA,NA
b1237,hns,GeneID:945829,0.08109606823732071,0.26786505579776676,1,FALSE,FALSE,FALSE,NA,NA,NA
b1238,tdk,GeneID:945834,0.12239728610471184,0.36275631885398824,0.9749262425177816,FALSE,FALSE,FALSE,NA,NA,NA
b1241,adhE,GeneID:945837,2.2277359975152242e-12,5.019046422897121e-17,1,TRUE,TRUE,FALSE,NA,35.80872,NA
b1242,ychE,GeneID:945836,0.0083344211885008,0.07798443923727358,1,TRUE,FALSE,FALSE,NA,NA,NA
b1243,oppA,GeneID:945830,3.097317056981643e-9,0.1484350554079988,1,TRUE,FALSE,FALSE,NA,NA,NA
b1244,oppB,GeneID:945823,3.8042678167034874e-10,0.3185019033943053,1,TRUE,FALSE,FALSE,NA,NA,NA
b1245,oppC,GeneID:945810,6.953424230339907e-9,0.5082555238650662,1,TRUE,FALSE,FALSE,NA,NA,NA
b1246,oppD,GeneID:945802,1.074264645386302e-8,0.9151497403779532,1,TRUE,FALSE,FALSE,NA,NA,NA
b1247,oppF,GeneID:945818,6.9065250897869755e-12,0.8670649136270087,1,TRUE,FALSE,FALSE,NA,NA,NA
b1248,yciU,GeneID:945819,0.18945835510274373,0.12356127949172432,1,FALSE,FALSE,FALSE,NA,NA,NA
b1249,clsA,GeneID:945821,6.924850674296469e-6,0.6049014891044528,1,TRUE,FALSE,FALSE,NA,NA,NA
b1250,kch,GeneID:945841,5.238956909345463e-11,0.08237646111732988,0.05134879052471465,TRUE,FALSE,FALSE,NA,NA,NA
b1251,yciI,GeneID:949085,1.978417049879958e-5,0.00100024121228059,0.8228045278404637,TRUE,TRUE,FALSE,NA,NA,NA
b1252,tonB,GeneID:945843,9.833654609657053e-5,0.8888843098136515,0.9093914061414412,TRUE,FALSE,FALSE,NA,NA,NA
b1253,yciA,GeneID:946634,0.565626302854638,0.2778322342211993,1,FALSE,FALSE,FALSE,NA,NA,NA
b1254,yciB,GeneID:946228,0.11111344886681929,0.8909272350651907,1,FALSE,FALSE,FALSE,NA,NA,NA
b1255,yciC,GeneID:945844,0.32853153338567803,0.379948139205196,1,FALSE,FALSE,FALSE,NA,NA,NA
b1256,ompW,GeneID:945128,1.964556456949947e-7,0.3722228960785238,1,TRUE,FALSE,FALSE,166.2055,NA,NA
b1257,yciE,GeneID:946871,2.794746510537574e-10,4.767775291993991e-16,0.00449381710760474,TRUE,TRUE,TRUE,228.7814,31.81204,72.29467
b1258,yciF,GeneID:947133,1.2677861896607995e-9,2.740242200141525e-7,0.02879229862033792,TRUE,TRUE,FALSE,192.5262,5.834867,NA
b1259,yciG,GeneID:947489,2.5363462656166823e-8,9.32010658768621e-5,2.1107530416640806e-13,TRUE,TRUE,TRUE,187.1504,27.80322,129.501
b1260,trpA,GeneID:946204,0.04759955652637685,0.5200975767791497,0.5646786662482413,FALSE,FALSE,FALSE,NA,NA,NA
b1261,trpB,GeneID:945768,0.00189861055431324,0.987872616572723,0.7095503861880835,TRUE,FALSE,FALSE,134.4515,NA,NA
b1262,trpC,GeneID:945519,0.0210528291627374,0.7833576256735069,1,FALSE,FALSE,FALSE,NA,NA,NA
b1263,trpD,GeneID:945109,0.00784972400767043,NA,1,TRUE,NA,FALSE,132.8659,NA,NA
b1264,trpE,GeneID:945846,0.05646613949014431,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1265,trpL,GeneID:945856,0.5012290818581021,NA,0.10147558889291634,FALSE,NA,FALSE,NA,NA,NA
b1266,rnm,GeneID:945857,0.16435705288143074,0.5953773240634068,1,FALSE,FALSE,FALSE,NA,NA,NA
b1267,yciO,GeneID:945854,2.8491375276170582e-6,0.08044745799684516,1,TRUE,FALSE,FALSE,NA,NA,NA
b1268,yciQ,GeneID:945850,0.01823447838857774,0.2126686184790848,1,FALSE,FALSE,FALSE,NA,NA,NA
b1269,rluB,GeneID:945840,0.6205875961610374,0.20254432154395596,0.8692136747286205,FALSE,FALSE,FALSE,NA,NA,NA
b1270,btuR,GeneID:945839,0.08262510431125487,0.11668336546241365,1,FALSE,FALSE,FALSE,NA,NA,NA
b1271,yciK,GeneID:945838,2.919511610060074e-4,0.5481470448357548,1,TRUE,FALSE,FALSE,NA,NA,NA
b1272,sohB,GeneID:945858,0.5220012712971297,0.8594667550010021,0.6986338265168821,FALSE,FALSE,FALSE,NA,NA,NA
b1273,yciN,GeneID:945860,0.6770371783456398,0.7517974214984522,0.9324532006624294,FALSE,FALSE,FALSE,NA,NA,NA
b1274,topA,GeneID:945862,0.18287346127055049,0.3951112247687162,1,FALSE,FALSE,FALSE,NA,NA,NA
b1275,cysB,GeneID:945771,0.00441106313319089,0.08164828400888698,0.6978168786982152,TRUE,FALSE,FALSE,NA,NA,NA
b1276,acnA,GeneID:946724,0.13519025954210548,2.363952863800776e-5,0.01073477276318379,FALSE,TRUE,FALSE,NA,38.15935,NA
b1277,ribA,GeneID:945763,0.0031544543976023,0.01022276503924374,0.7094854171412571,TRUE,FALSE,FALSE,189.721,NA,NA
b1278,pgpB,GeneID:945863,3.765844391601736e-4,0.37470015686446295,3.849223675079363e-4,TRUE,FALSE,TRUE,NA,NA,NA
b1279,lapA,GeneID:944936,0.00183375674895712,0.9565798343177032,1,TRUE,FALSE,FALSE,NA,NA,NA
b1280,lapB,GeneID:944858,8.275536989560134e-4,0.26663985355536557,0.7561374475461783,TRUE,FALSE,FALSE,NA,NA,NA
b1281,pyrF,GeneID:947121,0.9943064461620756,0.85659644811266,1,FALSE,FALSE,FALSE,NA,NA,NA
b1282,yciH,GeneID:947058,0.9900245788787654,0.979498170410774,1,FALSE,FALSE,FALSE,NA,NA,NA
b1283,osmB,GeneID:945866,4.2389693574970104e-18,0.14244395020816594,3.0598224466670406e-8,TRUE,FALSE,TRUE,163.3494,NA,125.7259
b1284,yciT,GeneID:945869,3.638151559942018e-7,0.8583435404577374,1,TRUE,FALSE,FALSE,NA,NA,NA
b1285,pdeR,GeneID:945868,4.019043954259541e-26,1.2336178648904625e-5,1.1174317899332521e-14,TRUE,TRUE,TRUE,88.30111,30.52581,NA
b1286,rnb,GeneID:945864,0.4544103966669208,0.336742494732844,0.6709018875618439,FALSE,FALSE,FALSE,NA,NA,NA
b1287,yciW,GeneID:945859,0.9248895493010392,0.649888515210752,1,FALSE,FALSE,FALSE,NA,NA,NA
b1288,fabI,GeneID:945870,0.7511127795038417,0.4003708815297051,0.9772520496601796,FALSE,FALSE,FALSE,NA,NA,NA
b1289,ycjD,GeneID:945871,3.55000694877505e-8,0.10512582667586538,1,TRUE,FALSE,FALSE,NA,NA,NA
b1290,sapF,GeneID:945335,0.8693418313778736,0.909734978482489,1,FALSE,FALSE,FALSE,NA,NA,NA
b1291,sapD,GeneID:946203,0.25726176344809587,0.6817527104800373,0.9592007071990792,FALSE,FALSE,FALSE,NA,NA,NA
b1292,sapC,GeneID:945266,0.5858696276573543,0.6827958703242178,0.5347791571274721,FALSE,FALSE,FALSE,NA,NA,NA
b1293,sapB,GeneID:946191,0.9035434963794088,0.34532530827798197,0.9143042483503736,FALSE,FALSE,FALSE,NA,NA,NA
b1294,sapA,GeneID:945873,0.00970635978451369,0.9701474545437372,0.8558928977837947,TRUE,FALSE,FALSE,NA,NA,NA
b1295,ymjA,GeneID:945874,0.2812933287267978,0.1708025388355301,1,FALSE,FALSE,FALSE,NA,NA,NA
b1296,puuP,GeneID:946287,0.0033371819628092,0.5325727670055058,1,TRUE,FALSE,FALSE,NA,NA,NA
b1297,puuA,GeneID:946202,6.434715656441787e-4,0.00312333668304273,0.9853569087917724,TRUE,TRUE,FALSE,130.1695,25.8549,NA
b1298,puuD,GeneID:945882,0.02637332246191385,0.13260677003341173,1,FALSE,FALSE,FALSE,NA,NA,NA
b1299,puuR,GeneID:945886,0.00547171704289095,7.105702693946904e-4,0.7299018133958529,TRUE,TRUE,FALSE,NA,11.74273,NA
b1300,puuC,GeneID:947003,0.00127680621653667,NA,1,TRUE,NA,FALSE,218.9746,NA,NA
b1301,puuB,GeneID:945072,0.28332568722247653,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1302,puuE,GeneID:945446,0.04272193644671032,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1303,pspF,GeneID:945683,0.00184283742704928,0.933378211631204,1,TRUE,FALSE,FALSE,NA,NA,NA
b1304,pspA,GeneID:945887,0.984949086144226,0.3185019033943053,0.988602739462948,FALSE,FALSE,FALSE,NA,NA,NA
b1305,pspB,GeneID:945893,0.8161727303066164,0.7286361983708479,0.4645975707308528,FALSE,FALSE,FALSE,NA,NA,NA
b1306,pspC,GeneID:945499,0.8736902808832104,0.4287401744892335,1,FALSE,FALSE,FALSE,NA,NA,NA
b1307,pspD,GeneID:945635,0.9835197203450392,0.7286612820995475,1,FALSE,FALSE,FALSE,NA,NA,NA
b1308,pspE,GeneID:945652,8.658372931222542e-25,0.00613056433528257,1,TRUE,TRUE,FALSE,NA,NA,NA
b1309,ycjM,GeneID:945659,0.6722871362029739,0.1166290449111246,1,FALSE,FALSE,FALSE,NA,NA,NA
b1310,ycjN,GeneID:945696,0.954934787818612,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1313,ycjQ,GeneID:945971,0.8668377724680821,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1314,ycjR,GeneID:947427,0.6758163324418077,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1315,ycjS,GeneID:948589,0.9297322016255252,NA,0.934830918356948,FALSE,NA,FALSE,NA,NA,NA
b1316,ycjT,GeneID:945895,0.3002877319624207,NA,0.960491112195182,FALSE,NA,FALSE,NA,NA,NA
b1319,ompG,GeneID:945889,0.9863341445088676,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1320,ycjW,GeneID:945875,0.00321956832922978,0.8586593036928895,0.955121503856506,TRUE,FALSE,FALSE,228.29076,NA,NA
b1321,ycjX,GeneID:945872,0.00671367261744323,0.00114269866698725,1,TRUE,TRUE,FALSE,NA,43.49886,NA
b1322,ycjF,GeneID:945878,0.5714958624473909,0.2965482971420079,1,FALSE,FALSE,FALSE,NA,NA,NA
b1323,tyrR,GeneID:945879,0.20801747347080332,0.33933291364087165,1,FALSE,FALSE,FALSE,NA,NA,NA
b1324,tpx,GeneID:945880,8.961182769774146e-47,0.00133483585197645,1,TRUE,TRUE,FALSE,240.53493,NA,NA
b1325,ycjG,GeneID:946013,0.02839877174959263,0.7412460397447419,1,FALSE,FALSE,FALSE,NA,NA,NA
b1326,mpaA,GeneID:945969,0.4307895718681758,0.05691202565483962,0.14832654128833545,FALSE,FALSE,FALSE,NA,NA,NA
b1327,ycjY,GeneID:945988,0.00399578352387644,0.67805917702289,1,TRUE,FALSE,FALSE,222.5131,NA,NA
b1328,pgrR,GeneID:945930,0.7852146752274654,0.4385518312773497,1,FALSE,FALSE,FALSE,NA,NA,NA
b1329,mppA,GeneID:945951,0.12922771761115845,0.9797275134682004,1,FALSE,FALSE,FALSE,NA,NA,NA
b1331,insH4,GeneID:945896,0.31562578308301353,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1332,ynaJ,GeneID:945901,0.00232910731875122,0.20660608846750303,1,TRUE,FALSE,FALSE,NA,NA,NA
b1333,uspE,GeneID:945904,0.9159643044844844,0.02573246158731648,1,FALSE,FALSE,FALSE,NA,NA,NA
b1334,fnr,GeneID:945908,1.7524698501051375e-10,0.3394067098472399,0.954087870638047,TRUE,FALSE,FALSE,NA,NA,NA
b1335,ogt,GeneID:945853,8.75120125669828e-5,0.9330215177351396,1,TRUE,FALSE,FALSE,NA,NA,NA
b1336,abgT,GeneID:945912,0.20307395865880729,0.7891497326861635,1,FALSE,FALSE,FALSE,NA,NA,NA
b1337,abgB,GeneID:945950,0.9231298577111604,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1338,abgA,GeneID:945742,0.38738739240568343,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1339,abgR,GeneID:945831,0.01255227348726166,0.6552782479184202,1,FALSE,FALSE,FALSE,NA,NA,NA
b1340,smrA,GeneID:945953,0.8357475874860336,0.8586593036928895,1,FALSE,FALSE,FALSE,NA,NA,NA
b1341,dgcM,GeneID:945909,6.468163962648835e-16,0.00105850825806244,5.6945420674767514e-64,TRUE,TRUE,TRUE,92.25695,49.90657,130.4229
b1342,zntB,GeneID:945910,0.0191654714786286,0.1975630625848653,0.18808437310040604,FALSE,FALSE,FALSE,NA,NA,NA
b1343,dbpA,GeneID:947153,4.742176731627156e-7,1.98427735504893e-4,1,TRUE,TRUE,FALSE,NA,NA,NA
b1344,ttcA,GeneID:948967,0.46844100422438995,0.8007102943501367,1,FALSE,FALSE,FALSE,NA,NA,NA
b1345,intR,GeneID:946976,0.29203021769228493,0.5269512468730124,1,FALSE,FALSE,FALSE,NA,NA,NA
b1349,recT,GeneID:945917,0.02753740335182681,NA,0.08003449320564555,FALSE,NA,FALSE,NA,NA,NA
b1350,recE,GeneID:945918,0.377342671118417,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1353,sieB,GeneID:945913,0.9362184085195384,0.3559726691447158,1,FALSE,FALSE,FALSE,NA,NA,NA
b1355,ydaG,GeneID:945907,0.9950794018963188,NA,0.9690453469793392,FALSE,NA,FALSE,NA,NA,NA
b1356,racR,GeneID:945899,1.2566720672342846e-7,0.616952284020301,1,TRUE,FALSE,FALSE,NA,NA,NA
b1357,ydaS,GeneID:945923,0.6067115664312264,NA,0.2906578262027329,FALSE,NA,FALSE,NA,NA,NA
b1359,ydaU,GeneID:945925,0.512571089389355,NA,0.8304417819693819,FALSE,NA,FALSE,NA,NA,NA
b1361,ydaW,GeneID:945927,0.897616627964299,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1363,trkG,GeneID:945932,0.326016070745453,0.5168081793176125,1,FALSE,FALSE,FALSE,NA,NA,NA
b1366,ydaY,GeneID:946208,0.9675825832526376,NA,0.9833947529671728,FALSE,NA,FALSE,NA,NA,NA
b1368,ynaA,GeneID:947543,0.01052079884261501,0.49266070001860895,1,FALSE,FALSE,FALSE,NA,NA,NA
b1370,insH5,GeneID:945944,0.31763619256380504,0.8084721942459971,1,FALSE,FALSE,FALSE,NA,NA,NA
b1372,stfR,GeneID:945207,0.40134078392665173,0.6820946683221797,0.09413904658422748,FALSE,FALSE,FALSE,NA,NA,NA
b1374,pinR,GeneID:948973,0.749797476713902,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1375,ynaE,GeneID:946078,0.13476609694892966,0.4321897811886885,1,FALSE,FALSE,FALSE,NA,NA,NA
b1376,uspF,GeneID:945948,3.0610148042561866e-5,0.00108251060345292,1,TRUE,TRUE,FALSE,95.43664,NA,NA
b1377,ompN,GeneID:946313,0.2315040219292896,0.01243376231301498,1,FALSE,FALSE,FALSE,NA,NA,NA
b1378,ydbK,GeneID:946587,5.30885849454992e-7,1.875027741140717e-6,1,TRUE,TRUE,FALSE,NA,6.056948,NA
b1379,hslJ,GeneID:946525,3.603248206997535e-12,0.6041727323327392,0.1933478920919565,TRUE,FALSE,FALSE,NA,NA,NA
b1380,ldhA,GeneID:946315,0.00566620292893459,6.13737243609271e-5,0.00703171452008019,TRUE,TRUE,TRUE,NA,NA,128.3814
b1381,ydbH,GeneID:945949,0.6402990137872825,0.932107268431564,1,FALSE,FALSE,FALSE,NA,NA,NA
b1382,ynbE,GeneID:945946,0.7404283830833633,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1383,ydbL,GeneID:945943,0.9882777812941266,0.9241289136409424,1,FALSE,FALSE,FALSE,NA,NA,NA
b1384,feaR,GeneID:945941,0.00623045639612774,0.00145136376301385,0.9800274089299602,TRUE,TRUE,FALSE,NA,NA,NA
b1385,feaB,GeneID:945933,0.6864300366663483,0.40724782922161373,1,FALSE,FALSE,FALSE,NA,NA,NA
b1386,tynA,GeneID:945939,0.5011135832615644,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1387,paaZ,GeneID:945954,0.618736602944576,NA,0.9581455110662136,FALSE,NA,FALSE,NA,NA,NA
b1388,paaA,GeneID:945833,0.4579771265341022,0.00943935441538312,1,FALSE,TRUE,FALSE,NA,NA,NA
b1389,paaB,GeneID:947595,0.8521933830455707,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1390,paaC,GeneID:945956,0.618591862484621,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1391,paaD,GeneID:945959,0.678381364166307,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1392,paaE,GeneID:945962,0.1610179193716077,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1393,paaF,GeneID:946011,0.7174175764555513,NA,0.893896187397956,FALSE,NA,FALSE,NA,NA,NA
b1394,paaG,GeneID:946263,0.5178209122688769,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1395,paaH,GeneID:945940,0.18743630853430648,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1396,paaI,GeneID:945265,0.6082708621090256,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1397,paaJ,GeneID:946121,6.297459055561309e-4,0.14917103249143007,0.4511498747871679,TRUE,FALSE,FALSE,NA,NA,NA
b1398,paaK,GeneID:945963,6.156635215476543e-4,0.33839316449521084,0.7583889736117926,TRUE,FALSE,FALSE,91.99293,NA,NA
b1399,paaX,GeneID:945966,0.30719416247279513,0.00366872868628078,0.8360125667495787,FALSE,TRUE,FALSE,NA,NA,NA
b1400,paaY,GeneID:945965,0.8721111871780424,0.5285559052696248,0.7221459307604675,FALSE,FALSE,FALSE,NA,NA,NA
b1402,insD2,GeneID:945952,0.9296685442817164,NA,1,FALSE,NA,FALSE,NA,NA,NA
b1404,insI2,GeneID:945968,0.9882777812941266,0.8694279660658129,1,FALSE,FALSE,FALSE,NA,NA,NA
b1406,pdxI,GeneID:945980,0.8394379642729318,0.9076454436706516,0.02680276414382423,FALSE,FALSE,FALSE,NA,NA,NA
b1407,ydbD,GeneID:945983,0.05904644759345918,0.04007122519981346,1,FALSE,FALSE,FALSE,NA,NA,NA
b1410,ynbC,GeneID:945970,0.5766955145330404,NA,0.9093914061414412,FALSE,NA,FALSE,NA,NA,NA
b1411,ynbD,GeneID:945985,0.12558758755120847,0.9651603930750142,0.9475466655550328,FALSE,FALSE,FALSE,NA,NA,NA
b1412,azoR,GeneID:947569,0.01705498643185038,0.02180743386606323,1,FALSE,FALSE,FALSE,NA,NA,NA
b1413,hrpA,GeneID:948444,0.06447968387364977,0.08875737067920515,1,FALSE,FALSE,FALSE,NA,NA,NA
b1414,ydcF,GeneID:946215,0.00574247525003132,0.036266679908952,1,TRUE,FALSE,FALSE,NA,NA,NA
b1415,aldA,GeneID:945672,6.105161478889875e-6,9.08482034074032e-7,0.9052263178344132,TRUE,TRUE,FALSE,77.64652,82.95938,NA
b1419,ydcA,GeneID:945986,4.741049351628142e-12,0.7753807710456758,1,TRUE,FALSE,FALSE,NA,NA,NA
b1420,mokB,GeneID:948820,2.281585293266723e-23,0.8060974055794708,1,TRUE,FALSE,FALSE,NA,NA,NA
b1421,trg,GeneID:945995,0.20719279219008907,0.00288711703677084,0.792639233131831,FALSE,TRUE,FALSE,NA,NA,NA
b1422,ydcI,GeneID:948865,9.69830039590406e-7,8.052668613699336e-9,0.18711783575764265,TRUE,TRUE,FALSE,NA,NA,NA
b1423,ydcJ,GeneID:945991,2.7642062380308747e-8,0.1708025388355301,1.7828589640929149e-37,TRUE,FALSE,TRUE,90.89149,NA,226.3663
b1424,opgD,GeneID:945994,5.622662386430087e-9,0.0798657729939363,1,TRUE,FALSE,FALSE,NA,NA,NA
b1426,ydcH,GeneID:945997,8.265900515476292e-10,0.1852045052482165,1,TRUE,FALSE,FALSE,NA,NA,NA
